# Ursine 1
#Nature / Etymology Oriented / Greek / Latin / Anatomy
# Created by HoneyTheYellowBear



#https://en.wikipedia.org/wiki/List_of_individual_bears
#https://en.wikipedia.org/wiki/List_of_ursids
#https://en.wikipedia.org/wiki/List_of_fictional_bears (has folklore section)

URSINE1 = {
	category = "Ursine"
	ship_names = {
		cruiser = {
		}

		battleship = {
		}

		titan = {
		}

		colossus = {
		}

		science = {
		}

		colonizer = {
		}

		constructor = {
		}

		transport = {
		}

		military_station_small = {
		}

		ion_cannon = {
		}
	}

	ship_class_names = {
		generic = {
		 URSINE1_Class_Omotranssversarius URSINE1_Class_Claustrum URSINE1_Class_Culmen URSINE1_Class_Declive URSINE1_Class_Flocculus URSINE1_Class_Fornix URSINE1_Class_Habenula URSINE1_Class_Infundibulum URSINE1_Class_Nodulus URSINE1_Class_Pons URSINE1_Class_Putamen URSINE1_Class_Pulvinar URSINE1_Class_Rhaphe URSINE1_Class_Subiculum URSINE1_Class_Thalamus URSINE1_Class_Theseus URSINE1_Class_Vermis URSINE1_Class_Diencephalon URSINE1_Class_Mesencephalon URSINE1_Class_Rhinencephalon URSINE1_Class_Striatum URSINE1_Class_Telencephalon URSINE1_Class_Subthalamus URSINE1_Class_Lingula URSINE1_Class_Rostralis URSINE1_Class_Globin URSINE1_Class_Fissura URSINE1_Class_Mamillare URSINE1_Class_Cornu URSINE1_Class_Ruber
		}
	}

	fleet_names = {
		random_names = {
        URSINE1_Fleets_Masseter_Armada URSINE1_Fleets_Mastiodeus_Armada URSINE1_Fleets_Flexor_Carpi_Armada URSINE1_Fleets_Carpi_Radialus_Armada URSINE1_Fleets_Mastodius_Armada URSINE1_Fleets_Baculum_Armada URSINE1_Fleets_Zygomat_Armada URSINE1_Fleets_Phalanges_Armada URSINE1_Fleets_Calcaneus_Armada URSINE1_Fleets_Ischium_Armada URSINE1_Fleets_Sacrum_Armada URSINE1_Fleets_Tochanter_Armada URSINE1_Fleets_Coccygeal_Armada URSINE1_Fleets_Illium_Armada URSINE1_Fleets_Thoraci_Armada URSINE1_Fleets_Axis_Armada URSINE1_Fleets_Atlas_Armada URSINE1_Fleets_Poll_Armada URSINE1_Fleets_Incisor_Armada URSINE1_Fleets_Mandible_Armada URSINE1_Fleets_Metacarpal_Armada URSINE1_Fleets_Pisiform_Armada URSINE1_Fleets_Ulna_Armada URSINE1_Fleets_Olecranon_Armada URSINE1_Fleets_Sesamoid_Armada URSINE1_Fleets_Metatarsus_Armada URSINE1_Fleets_Tarsals_Armada
		}

	}

	army_names = {

		generic = {
		 URSINE1_Armies_Sacred_Band URSINE1_Armies_Hoplite_Troop URSINE1_Armies_Phalanx_Troop URSINE1_Armies_Enomotia_Troop URSINE1_Armies_Lochus_Troop URSINE1_Armies_Stratos_Troop URSINE1_Armies_Hetaroi_Troop URSINE1_Armies_Hypaspists_Troop URSINE1_Armies_The_Ten_Thousand_Troop URSINE1_Armies_Legio_Equestris URSINE1_Armies_Legio_Alaudae URSINE1_Armies_Legio_Hispana URSINE1_Armies_Legio_Fulminata URSINE1_Armies_Legio_Gemina URSINE1_Armies_Legio_Fretensis URSINE1_Armies_Legio_Augusta URSINE1_Armies_Legio_Victrix
		}

		machine_defense = {
		}

		machine_assault_1 = {
		}

		machine_assault_2 = {
		}

		machine_assault_3 = {
		}

		defense_army = {
		}

		assault_army = {
		}

		slave_army = {
		}

		clone_army = {
		}

		perfected_clone_army = {
		}

		undead_army = {
		}

		robotic_army = {
		}

		robotic_defense_army = {
		}

		psionic_army = {
		}

		xenomorph_army = {
		}

		gene_warrior_army = {
		}

		occupation_army = {
		}

		individual_machine_occupation_army = {
		}

		robotic_occupation_army = {
		}

		primitive_army = {
		}

		industrial_army = {
		}

		postatomic_army = {
		}

		warpling_army = {
		}

		abomination_army = {
		}

		wilderness_pre_sapient_defence_army = {
		}

		wilderness_pre_sapient_assault_army = {
		}
	}

	planet_names = {

		generic = {
			names = {
                 URSINE1_Planet_Katmai URSINE1_Planet_Denali URSINE1_Planet_Kings_Canyon URSINE1_Planet_Teton URSINE1_Planet_Shenandoah URSINE1_Planet_Kenai_Fjord URSINE1_Planet_Caniformia URSINE1_Planet_Hemicyoninae URSINE1_Planet_Tremarctinae URSINE1_Planet_Ailuropodinae URSINE1_Planet_Eocene URSINE1_Planet_Ghwer URSINE1_Planet_Bornean URSINE1_Planet_Chengdu URSINE1_Planet_Orion URSINE1_Planet_Hyperborean URSINE1_Planet_Ursaterra URSINE1_Planet_Bher URSINE1_Planet_Borne URSINE1_Planet_Arctodus URSINE1_Planet_Nelsoni URSINE1_Planet_Horribilis URSINE1_Planet_Crowtheri URSINE1_Planet_Tremarctos URSINE1_Planet_Floridanus URSINE1_Planet_Etruscus URSINE1_Planet_Minimus URSINE1_Planet_Pristinus URSINE1_Planet_Deningeri URSINE1_Planet_Dolinensis URSINE1_Planet_Ingressus URSINE1_Planet_Rossicus URSINE1_Planet_Gaali URSINE1_Planet_Nikolovi URSINE1_Planet_Agriotherium URSINE1_Planet_Sivalensis URSINE1_Planet_Lufengensis URSINE1_Planet_Tirawa URSINE1_Planet_Ballusia URSINE1_Planet_Elmensis URSINE1_Planet_Cephalogale URSINE1_Planet_Geoffroyi URSINE1_Planet_Punjabiensis URSINE1_Planet_Kretzoiarctos URSINE1_Planet_Miomaci URSINE1_Planet_Pannonicum URSINE1_Planet_Ailuropoda URSINE1_Planet_Microta URSINE1_Planet_Boeckhi URSINE1_Planet_Wingei URSINE1_Planet_Vetustum URSINE1_Planet_Tarijense URSINE1_Planet_Middendorffi URSINE1_Planet_Malayanus URSINE1_Planet_Helarctos URSINE1_Planet_Maritimus URSINE1_Planet_Melanoleuca URSINE1_Planet_Melursus URSINE1_Planet_Medu URSINE1_Planet_Mel URSINE1_Planet_Rkso URSINE1_Planet_Urvera URSINE1_Planet_Urmel URSINE1_Planet_Tlakis URSINE1_Planet_Callisto URSINE1_Planet_Atalanta URSINE1_Planet_Brauronia URSINE1_Planet_Lupercalia URSINE1_Planet_Bruin URSINE1_Planet_Saumur URSINE1_Planet_Orsino
			}
		}

		pc_desert = {
			names = {
			}
		}

		pc_tropical = {
			names = {
			}
		}

		pc_arid = {
			names = {
			}
		}

		pc_continental = {
			names = {
			}
		}

		pc_ocean = {
			names = {
			}
		}

		pc_tundra = {
			names = {
			}
		}

		pc_arctic = {
			names = {
			}
		}

		pc_savannah = {
			names = {
			}
		}

		pc_alpine = {
			names = {
			}
		}

	}

	character_names = {
		default = {
            #not gonna bother with male/female distinctions right now
			first_names = {
			    URSINE1_firstname_Brizo URSINE1_firstname_Caesar URSINE1_firstname_Hymen URSINE1_firstname_Catoblepas URSINE1_firstname_Agrius URSINE1_firstname_Cetus URSINE1_firstname_Gello URSINE1_firstname_Deino URSINE1_firstname_Enyo URSINE1_firstname_Pemphredo URSINE1_firstname_Lamia URSINE1_firstname_Lycaon URSINE1_firstname_Asterius URSINE1_firstname_Aristaeus URSINE1_firstname_Aezeius URSINE1_firstname_Clytius URSINE1_firstname_Damysus URSINE1_firstname_Gration URSINE1_firstname_Eurytus URSINE1_firstname_Pallas URSINE1_firstname_Picolous URSINE1_firstname_Polybotes URSINE1_firstname_Thoas URSINE1_firstname_Thoon URSINE1_firstname_Almops URSINE1_firstname_Aloadae URSINE1_firstname_Anax URSINE1_firstname_Athos URSINE1_firstname_Cacus URSINE1_firstname_Chthonius URSINE1_firstname_Echion URSINE1_firstname_Geryon URSINE1_firstname_Hekatoncheires URSINE1_firstname_Laestrygonia URSINE1_firstname_Antiphates URSINE1_firstname_Tityos URSINE1_firstname_Periboea URSINE1_firstname_Icarus URSINE1_firstname_Balius URSINE1_firstname_Sterope URSINE1_firstname_Dinus URSINE1_firstname_Lampus URSINE1_firstname_Ocyrhoe URSINE1_firstname_Karkinos URSINE1_firstname_Cetea URSINE1_firstname_Alke URSINE1_firstname_Areto URSINE1_firstname_Bremusa URSINE1_firstname_Iphito URSINE1_firstname_Molpadia URSINE1_firstname_Beatrix URSINE1_firstname_Romedius URSINE1_firstname_Florent
			}

			# Always combined with a first name
			second_names = {
			    URSINE1_lastname_Aeternae URSINE1_lastname_Nomeon URSINE1_lastname_Faunus URSINE1_lastname_Aello URSINE1_lastname_Kobaloi URSINE1_lastname_Panes URSINE1_lastname_Skolopendra URSINE1_lastname_Taraxippi URSINE1_lastname_Vrykolakas URSINE1_lastname_Acanthis URSINE1_lastname_Alectryon URSINE1_lastname_Autonous URSINE1_lastname_Hippodamia URSINE1_lastname_Ceyx URSINE1_lastname_Aedon URSINE1_lastname_Procne URSINE1_lastname_Nyctimene URSINE1_lastname_Philomela URSINE1_lastname_Crovus URSINE1_lastname_Strix URSINE1_lastname_Myrmekes URSINE1_lastname_Geryon URSINE1_lastname_Cercopes URSINE1_lastname_Ceryneian URSINE1_lastname_Maera URSINE1_lastname_Silenus URSINE1_lastname_Anemoi URSINE1_lastname_Phlegon URSINE1_lastname_Acmon URSINE1_lastname_Astomi
			}

			regnal_first_names = {
			}

			regnal_second_names = {
			}
		}
	}
}
